constraint_name,table,columns_or_predicate,type,migration/model/database_contract,service_command,operation_id,current_precheck,current_integrity_handling,current_http_status_code_details,recommended_status_code_details,transaction_owner,required_tests
not_null:fact_versions.body_markdown,fact_versions,body_markdown,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.body_markdown 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.body_markdown 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.body_markdown；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:fact_versions.change_summary,fact_versions,change_summary,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.change_summary 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.change_summary 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.change_summary；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:fact_versions.classification,fact_versions,classification,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.classification 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.classification 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.classification；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:fact_versions.created_at,fact_versions,created_at,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.created_at 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.created_at 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.created_at；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:fact_versions.created_by,fact_versions,created_by,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.created_by 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.created_by 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.created_by；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:fact_versions.id,fact_versions,id,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.id 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.id 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.id；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:fact_versions.product_id,fact_versions,product_id,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.product_id 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.product_id 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.product_id；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:fact_versions.revision,fact_versions,revision,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.revision 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.revision 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.revision；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:fact_versions.status,fact_versions,status,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.status 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.status 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.status；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:fact_versions.version,fact_versions,version,NOT NULL,"backend/app/migration_schema_v1.py:304-314; backend/alembic/versions/0035_business_workflow_primary_tasks.py:174-198 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,309,416-417",product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version,replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 直接构造/修改为 fact_versions.version 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fact_versions.version 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:fact_versions.version；仅覆盖直接 owner product_facts.replace_product_facts; review.transition_fact_version; product_facts.delete_fact_version / operation replaceProductFactsDraft;submitProductFactReview;approveFactVersion;requestFactVersionChanges;retireFactVersion;deleteFactVersion；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:file_records.access_level,file_records,access_level,NOT NULL,"backend/app/migration_schema_v1.py:657-669; backend/alembic/versions/0008_files.py:20-30 ; backend/app/models/geo_files.py:24-125 ; contracts/database.md:65-69,431-432",file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records,createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 直接构造/修改为 file_records.access_level 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,HTTP owner 当前 23502 → 全局 409 REVISION_CONFLICT；worker/内部 owner 无 HTTP 响应,file_records.access_level 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records：HTTP caller 与 generation/file worker 各自使用其顶层 Session；worker 直接拥有 flush/commit，不能归给 initiating HTTP request,真实 PostgreSQL NOT NULL sentinel：not_null:file_records.access_level；仅覆盖直接 owner file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records / operation createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:file_records.category,file_records,category,NOT NULL,"backend/app/migration_schema_v1.py:657-669; backend/alembic/versions/0008_files.py:20-30 ; backend/app/models/geo_files.py:24-125 ; contracts/database.md:65-69,431-432",file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records,createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 直接构造/修改为 file_records.category 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,HTTP owner 当前 23502 → 全局 409 REVISION_CONFLICT；worker/内部 owner 无 HTTP 响应,file_records.category 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records：HTTP caller 与 generation/file worker 各自使用其顶层 Session；worker 直接拥有 flush/commit，不能归给 initiating HTTP request,真实 PostgreSQL NOT NULL sentinel：not_null:file_records.category；仅覆盖直接 owner file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records / operation createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:file_records.content_type,file_records,content_type,NOT NULL,"backend/app/migration_schema_v1.py:657-669; backend/alembic/versions/0008_files.py:20-30 ; backend/app/models/geo_files.py:24-125 ; contracts/database.md:65-69,431-432",file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records,createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 直接构造/修改为 file_records.content_type 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,HTTP owner 当前 23502 → 全局 409 REVISION_CONFLICT；worker/内部 owner 无 HTTP 响应,file_records.content_type 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records：HTTP caller 与 generation/file worker 各自使用其顶层 Session；worker 直接拥有 flush/commit，不能归给 initiating HTTP request,真实 PostgreSQL NOT NULL sentinel：not_null:file_records.content_type；仅覆盖直接 owner file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records / operation createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:file_records.created_at,file_records,created_at,NOT NULL,"backend/app/migration_schema_v1.py:657-669; backend/alembic/versions/0008_files.py:20-30 ; backend/app/models/geo_files.py:24-125 ; contracts/database.md:65-69,431-432",file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records,createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 直接构造/修改为 file_records.created_at 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,HTTP owner 当前 23502 → 全局 409 REVISION_CONFLICT；worker/内部 owner 无 HTTP 响应,file_records.created_at 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records：HTTP caller 与 generation/file worker 各自使用其顶层 Session；worker 直接拥有 flush/commit，不能归给 initiating HTTP request,真实 PostgreSQL NOT NULL sentinel：not_null:file_records.created_at；仅覆盖直接 owner file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records / operation createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:file_records.id,file_records,id,NOT NULL,"backend/app/migration_schema_v1.py:657-669; backend/alembic/versions/0008_files.py:20-30 ; backend/app/models/geo_files.py:24-125 ; contracts/database.md:65-69,431-432",file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records,createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 直接构造/修改为 file_records.id 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,HTTP owner 当前 23502 → 全局 409 REVISION_CONFLICT；worker/内部 owner 无 HTTP 响应,file_records.id 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records：HTTP caller 与 generation/file worker 各自使用其顶层 Session；worker 直接拥有 flush/commit，不能归给 initiating HTTP request,真实 PostgreSQL NOT NULL sentinel：not_null:file_records.id；仅覆盖直接 owner file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records / operation createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:file_records.object_key,file_records,object_key,NOT NULL,"backend/app/migration_schema_v1.py:657-669; backend/alembic/versions/0008_files.py:20-30 ; backend/app/models/geo_files.py:24-125 ; contracts/database.md:65-69,431-432",file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records,createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 直接构造/修改为 file_records.object_key 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,HTTP owner 当前 23502 → 全局 409 REVISION_CONFLICT；worker/内部 owner 无 HTTP 响应,file_records.object_key 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records：HTTP caller 与 generation/file worker 各自使用其顶层 Session；worker 直接拥有 flush/commit，不能归给 initiating HTTP request,真实 PostgreSQL NOT NULL sentinel：not_null:file_records.object_key；仅覆盖直接 owner file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records / operation createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:file_records.original_filename,file_records,original_filename,NOT NULL,"backend/app/migration_schema_v1.py:657-669; backend/alembic/versions/0008_files.py:20-30 ; backend/app/models/geo_files.py:24-125 ; contracts/database.md:65-69,431-432",file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records,createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 直接构造/修改为 file_records.original_filename 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,HTTP owner 当前 23502 → 全局 409 REVISION_CONFLICT；worker/内部 owner 无 HTTP 响应,file_records.original_filename 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records：HTTP caller 与 generation/file worker 各自使用其顶层 Session；worker 直接拥有 flush/commit，不能归给 initiating HTTP request,真实 PostgreSQL NOT NULL sentinel：not_null:file_records.original_filename；仅覆盖直接 owner file_records.create_upload_intent; file_records.complete_file_upload; file_records.abort_file_upload; platform_logo_files.create_platform_logo_candidate; file_records.cleanup_file_records / operation createFileUploadIntent;completeFileUpload;abortFileUpload;createPlatformLogoCandidate;无 HTTP operationId（file cleanup worker）；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
